编号,SMILES,InChL,HomoEnergy,LumoEnergy,EnergyGap,偶极矩,极化率
127327,CN1C=CN2N=NN=C12,"1S/C4H5N5/c1-8-2-3-9-4(8)5-6-7-9/h2-3H,1H3",-0.2352,-0.0132,0.222,7.1446,69.06
127328,CN1C=NC(=N)C(C)=N1,"1S/C5H8N4/c1-4-5(6)7-3-9(2)8-4/h3,6H,1-2H3",-0.2189,-0.0353,0.1836,4.3342,82.8
127329,CN1C=NC(=N)C(N)=N1,"1S/C4H7N5/c1-9-2-7-3(5)4(6)8-9/h2,5H,1H3,(H2,6,8)",-0.2009,-0.0169,0.184,3.4962,80.34
127331,CN1C=NC(=N1)C(N)=N,"1S/C4H7N5/c1-9-2-7-4(8-9)3(5)6/h2H,1H3,(H3,5,6)",-0.2258,-0.0129,0.2129,3.7079,74.92
127333,CN1C=NC(=N1)C1CC1,"1S/C6H9N3/c1-9-4-7-6(8-9)5-2-3-5/h4-5H,2-3H2,1H3",-0.2331,0.0156,0.2487,2.5782,80.36
127334,CN1C=NC(=N1)C1CN1,"1S/C5H8N4/c1-9-3-7-5(8-9)4-2-6-4/h3-4,6H,2H2,1H3",-0.2286,0.0054,0.234,4.3072,76.8
127336,CN1C=NC(=N1)N1CC1,"1S/C5H8N4/c1-8-4-6-5(7-8)9-2-3-9/h4H,2-3H2,1H3",-0.2141,0.016,0.2301,2.8902,76.76
127340,CN1C=NC(CC#C)=N1,"1S/C6H7N3/c1-3-4-6-7-5-9(2)8-6/h1,5H,4H2,2H3",-0.2542,0.0072,0.2614,3.3895,76.87
127341,CN1C=NC(CC#N)=N1,"1S/C5H6N4/c1-9-4-7-5(8-9)2-3-6/h4H,2H2,1H3",-0.2746,-0.0077,0.2669,6.2127,71.85
127344,CN1C=NC(N=CN)=N1,"1S/C4H7N5/c1-9-3-7-4(8-9)6-2-5/h2-3H,1H3,(H2,5,6,8)",-0.2036,0.0062,0.2098,1.6119,81.31
127345,CN1C=NC(NC=N)=N1,"1S/C4H7N5/c1-9-3-7-4(8-9)6-2-5/h2-3H,1H3,(H2,5,6,8)",-0.2123,0.0066,0.2189,4.4966,78.67
127349,CN1C=NC2=C1C=NN2,"1S/C5H6N4/c1-9-3-6-5-4(9)2-7-8-5/h2-3H,1H3,(H,7,8)",-0.2167,0.001,0.2177,3.3238,73.29
127351,CN1C=NC2=C1N=NN2,"1S/C4H5N5/c1-9-2-5-3-4(9)7-8-6-3/h2H,1H3,(H,6,7,8)",-0.2316,-0.0203,0.2113,3.167,69.53
127353,CN1C=NC2=C1NN=C2,"1S/C5H6N4/c1-9-3-6-4-2-7-8-5(4)9/h2-3H,1H3,(H,7,8)",-0.215,0.0132,0.2282,5.3912,73.04
127354,CN1C=NC2=C1NN=N2,"1S/C4H5N5/c1-9-2-5-3-4(9)7-8-6-3/h2H,1H3,(H,6,7,8)",-0.2293,-0.0112,0.2181,7.7632,69.51
127357,CN1C=NC2=CNN=C12,"1S/C5H6N4/c1-9-3-6-4-2-7-8-5(4)9/h2-3H,1H3,(H,7,8)",-0.2112,-0.0007,0.2104,1.6844,73.86
127359,CN1C=NC2=NNC=C12,"1S/C5H6N4/c1-9-3-6-5-4(9)2-7-8-5/h2-3H,1H3,(H,7,8)",-0.2126,-0.0026,0.21,5.5761,73.92
127364,CN1C=NN2C=CN=C12,"1S/C5H6N4/c1-8-4-7-9-3-2-6-5(8)9/h2-4H,1H3",-0.2083,0.0076,0.216,3.1883,73.04
127365,CN1C=NN2C=NN=C12,"1S/C4H5N5/c1-8-3-6-9-2-5-7-4(8)9/h2-3H,1H3",-0.2329,-0.0118,0.2212,5.5548,68.63
127366,CN1C=NN2N=CN=C12,"1S/C4H5N5/c1-8-3-7-9-4(8)5-2-6-9/h2-3H,1H3",-0.2466,-0.0053,0.2413,5.2591,68.37
127367,CN1C=NN2N=NN=C12,"1S/C3H4N6/c1-8-2-4-9-3(8)5-6-7-9/h2H,1H3",-0.2658,-0.0304,0.2354,7.563,64.73
127368,CN1C=NNC(=N)C1=N,"1S/C4H7N5/c1-9-2-7-8-3(5)4(9)6/h2,6H,1H3,(H2,5,8)",-0.2111,-0.0237,0.1874,2.6442,77.21
127375,CN1CC1C1=CC=NN1,"1S/C6H9N3/c1-9-4-6(9)5-2-3-7-8-5/h2-3,6H,4H2,1H3,(H,7,8)",-0.2321,0.0131,0.2452,1.5159,78.57
127377,CN1CC1C1=CN=NN1,"1S/C5H8N4/c1-9-3-5(9)4-2-6-8-7-4/h2,5H,3H2,1H3,(H,6,7,8)",-0.2422,-0.009,0.2333,3.9633,74.93
127379,CN1CC1C1=CNN=C1,"1S/C6H9N3/c1-9-4-6(9)5-2-7-8-3-5/h2-3,6H,4H2,1H3,(H,7,8)",-0.2201,0.0161,0.2362,1.7453,78.36
127380,CN1CC1C1=CNN=N1,"1S/C5H8N4/c1-9-3-5(9)4-2-6-8-7-4/h2,5H,3H2,1H3,(H,6,7,8)",-0.2209,-0.0061,0.2148,3.7092,75.64
127383,CN1CC1C1=NC=NN1,"1S/C5H8N4/c1-9-2-4(9)5-6-3-7-8-5/h3-4H,2H2,1H3,(H,6,7,8)",-0.2328,-0.0005,0.2323,1.6294,75.35
127385,CN1CC1C1=NNC=C1,"1S/C6H9N3/c1-9-4-6(9)5-2-3-7-8-5/h2-3,6H,4H2,1H3,(H,7,8)",-0.215,0.0142,0.2291,3.1528,79.14
127386,CN1CC1C1=NNC=N1,"1S/C5H8N4/c1-9-2-4(9)5-6-3-7-8-5/h3-4H,2H2,1H3,(H,6,7,8)",-0.2222,0.0003,0.2225,3.7596,74.93
127387,CN1CC1C1=NNN=C1,"1S/C5H8N4/c1-9-3-5(9)4-2-6-8-7-4/h2,5H,3H2,1H3,(H,6,7,8)",-0.2266,-0.0114,0.2151,1.1201,74.97
127392,CN1CC2=C(C1)C=NN2,"1S/C6H9N3/c1-9-3-5-2-7-8-6(5)4-9/h2H,3-4H2,1H3,(H,7,8)",-0.2083,0.0245,0.2328,2.4055,78.8
127394,CN1CC2=C(C1)N=NN2,"1S/C5H8N4/c1-9-2-4-5(3-9)7-8-6-4/h2-3H2,1H3,(H,6,7,8)",-0.2174,-0.0013,0.2162,4.4817,75.11
127396,CN1CC2=CNN=C2C1,"1S/C6H9N3/c1-9-3-5-2-7-8-6(5)4-9/h2H,3-4H2,1H3,(H,7,8)",-0.2034,0.02,0.2234,2.1094,79.08
127398,CN1CC2=NNN=C2C1,"1S/C5H8N4/c1-9-2-4-5(3-9)7-8-6-4/h2-3H2,1H3,(H,6,7,8)",-0.2138,-0.007,0.2068,0.837,74.92
127400,CN1CCC2=C1C=NN2,"1S/C6H9N3/c1-9-3-2-5-6(9)4-7-8-5/h4H,2-3H2,1H3,(H,7,8)",-0.1803,0.0265,0.2068,2.8028,78.99
127402,CN1CCC2=C1N=NN2,"1S/C5H8N4/c1-9-3-2-4-5(9)7-8-6-4/h2-3H2,1H3,(H,6,7,8)",-0.1919,0.0022,0.1942,4.6826,75.44
127404,CN1CCC2=C1NN=C2,"1S/C6H9N3/c1-9-3-2-5-4-7-8-6(5)9/h4H,2-3H2,1H3,(H,7,8)",-0.1842,0.042,0.2262,3.3377,79.18
127405,CN1CCC2=C1NN=N2,"1S/C5H8N4/c1-9-3-2-4-5(9)7-8-6-4/h2-3H2,1H3,(H,6,7,8)",-0.1973,0.0152,0.2124,5.4041,75.79
127408,CN1CCC2=CNN=C12,"1S/C6H9N3/c1-9-3-2-5-4-7-8-6(5)9/h4H,2-3H2,1H3,(H,7,8)",-0.183,0.0313,0.2143,1.844,79.37
127410,CN1CCC2=NNC=C12,"1S/C6H9N3/c1-9-3-2-5-6(9)4-7-8-5/h4H,2-3H2,1H3,(H,7,8)",-0.1815,0.0275,0.209,2.0213,79.3
127411,CN1CCC2=NNN=C12,"1S/C5H8N4/c1-9-3-2-4-5(9)7-8-6-4/h2-3H2,1H3,(H,6,7,8)",-0.1969,0.0045,0.2014,1.7063,75.34
127414,CN1CCN2N=CC=C12,"1S/C6H9N3/c1-8-4-5-9-6(8)2-3-7-9/h2-3H,4-5H2,1H3",-0.1928,0.0391,0.232,3.5564,79.32
127415,CN1CCN2N=CN=C12,"1S/C5H8N4/c1-8-2-3-9-5(8)6-4-7-9/h4H,2-3H2,1H3",-0.2093,0.0292,0.2385,4.1494,74.44
127416,CN1CCN2N=NC=C12,"1S/C5H8N4/c1-8-2-3-9-5(8)4-6-7-9/h4H,2-3H2,1H3",-0.2089,0.0152,0.2241,5.9092,75.07
127417,CN1N=C(C)C(=N1)C#C,"1S/C6H7N3/c1-4-6-5(2)7-9(3)8-6/h1H,2-3H3",-0.233,-0.0174,0.2156,0.8066,82.68
127418,CN1N=C(C)C(=N1)C#N,1S/C5H6N4/c1-4-5(3-6)8-9(2)7-4/h1-2H3,-0.268,-0.04,0.228,4.6356,76.32
127419,CN1N=C(C)C(C)=C1C,1S/C7H12N2/c1-5-6(2)8-9(4)7(5)3/h1-4H3,-0.2144,0.0368,0.2512,2.234,87.92
127420,CN1N=C(C)C(C)=C1N,"1S/C6H11N3/c1-4-5(2)8-9(3)6(4)7/h7H2,1-3H3",-0.1984,0.044,0.2424,2.894,84.53
127424,CN1N=C(C)C(N)=C1C,"1S/C6H11N3/c1-4-6(7)5(2)9(3)8-4/h7H2,1-3H3",-0.1979,0.0361,0.234,1.5619,84.45
127425,CN1N=C(C)C(N)=C1N,"1S/C5H10N4/c1-3-4(6)5(7)9(2)8-3/h6-7H2,1-2H3",-0.1942,0.0463,0.2405,1.9746,80.62
127430,CN1N=C(C)C=C1C#C,"1S/C7H8N2/c1-4-7-5-6(2)8-9(7)3/h1,5H,2-3H3",-0.2265,-0.0154,0.2111,1.3894,87.74
127431,CN1N=C(C)C=C1C#N,"1S/C6H7N3/c1-5-3-6(4-7)9(2)8-5/h3H,1-2H3",-0.2566,-0.0386,0.2179,2.5445,81.2
127434,CN1N=C(C)C=CC1=N,"1S/C6H9N3/c1-5-3-4-6(7)9(2)8-5/h3-4,7H,1-2H3",-0.1994,-0.0473,0.1522,2.6507,86.68
127436,CN1N=C(C)C=NC1=N,"1S/C5H8N4/c1-4-3-7-5(6)9(2)8-4/h3,6H,1-2H3",-0.214,-0.0691,0.1449,2.9784,82.74
127439,CN1N=C(C)N=C1C#C,"1S/C6H7N3/c1-4-6-7-5(2)8-9(6)3/h1H,2-3H3",-0.2411,-0.0294,0.2117,2.6086,82.54
127440,CN1N=C(C)N=C1C#N,1S/C5H6N4/c1-4-7-5(3-6)9(2)8-4/h1-2H3,-0.2712,-0.0544,0.2168,3.4504,76.29
127443,CN1N=C(C)N=CC1=N,"1S/C5H8N4/c1-4-7-3-5(6)9(2)8-4/h3,6H,1-2H3",-0.2136,-0.0672,0.1464,0.7197,82.56
127445,CN1N=C(C=C1C)C#C,"1S/C7H8N2/c1-4-7-5-6(2)9(3)8-7/h1,5H,2-3H3",-0.2205,0.0015,0.2219,3.3847,87.19
127446,CN1N=C(C=C1C)C#N,"1S/C6H7N3/c1-5-3-6(4-7)8-9(5)2/h3H,1-2H3",-0.255,-0.0214,0.2336,7.219,80.45
127447,CN1N=C(C=C1N)C#C,"1S/C6H7N3/c1-3-5-4-6(7)9(2)8-5/h1,4H,7H2,2H3",-0.2098,0.0044,0.2142,3.9691,83.65
127448,CN1N=C(C=C1N)C#N,"1S/C5H6N4/c1-9-5(7)2-4(3-6)8-9/h2H,7H2,1H3",-0.2313,-0.018,0.2133,7.673,77.05
127468,CN1N=C(N)C(=N1)C#C,"1S/C5H6N4/c1-3-4-5(6)8-9(2)7-4/h1H,2H3,(H2,6,8)",-0.209,-0.0145,0.1946,1.5207,80.61
127469,CN1N=C(N)C(=N1)C#N,"1S/C4H5N5/c1-9-7-3(2-5)4(6)8-9/h1H3,(H2,6,8)",-0.2343,-0.0365,0.1977,4.7452,74.12
127470,CN1N=C(N)C(C)=C1C,"1S/C6H11N3/c1-4-5(2)9(3)8-6(4)7/h1-3H3,(H2,7,8)",-0.1886,0.039,0.2276,1.9742,84.71
127471,CN1N=C(N)C(C)=C1N,"1S/C5H10N4/c1-3-4(6)8-9(2)5(3)7/h7H2,1-2H3,(H2,6,8)",-0.1853,0.0484,0.2337,2.9608,81.23
127475,CN1N=C(N)C(N)=C1C,"1S/C5H10N4/c1-3-4(6)5(7)8-9(3)2/h6H2,1-2H3,(H2,7,8)",-0.1797,0.0385,0.2182,2.7128,81.36
127476,CN1N=C(N)C(N)=C1N,"1S/C4H9N5/c1-9-4(7)2(5)3(6)8-9/h5,7H2,1H3,(H2,6,8)",-0.1744,0.0393,0.2137,2.3483,78.09
127480,CN1N=C(N)C=C1C#C,"1S/C6H7N3/c1-3-5-4-6(7)8-9(5)2/h1,4H,2H3,(H2,7,8)",-0.2011,-0.0134,0.1877,1.3403,84.52
127481,CN1N=C(N)C=C1C#N,"1S/C5H6N4/c1-9-4(3-6)2-5(7)8-9/h2H,1H3,(H2,7,8)",-0.2197,-0.0362,0.1835,3.3061,78.15
127485,CN1N=C(N)C=NC1=N,"1S/C4H7N5/c1-9-4(6)7-2-3(5)8-9/h2,6H,1H3,(H2,5,8)",-0.1962,-0.0665,0.1297,3.996,79.61
127488,CN1N=C(N)N=C1C#C,"1S/C5H6N4/c1-3-4-7-5(6)8-9(4)2/h1H,2H3,(H2,6,8)",-0.211,-0.0267,0.1844,2.1279,79.55
127489,CN1N=C(N)N=C1C#N,"1S/C4H5N5/c1-9-3(2-5)7-4(6)8-9/h1H3,(H2,6,8)",-0.2321,-0.051,0.1811,3.8149,73.44
127492,CN1N=C(N)N=CC1=N,"1S/C4H7N5/c1-9-3(5)2-7-4(6)8-9/h2,5H,1H3,(H2,6,8)",-0.1922,-0.065,0.1272,2.0981,79.36
127494,CN1N=C(N=C1C)C#C,"1S/C6H7N3/c1-4-6-7-5(2)9(3)8-6/h1H,2-3H3",-0.2344,-0.0123,0.2221,3.735,82.24
127495,CN1N=C(N=C1C)C#N,1S/C5H6N4/c1-4-7-5(3-6)8-9(4)2/h1-2H3,-0.27,-0.035,0.2349,7.6929,75.58
127496,CN1N=C(N=C1N)C#C,"1S/C5H6N4/c1-3-4-7-5(6)9(2)8-4/h1H,2H3,(H2,6,7,8)",-0.2207,-0.0063,0.2144,4.0804,78.65
127497,CN1N=C(N=C1N)C#N,"1S/C4H5N5/c1-9-4(6)7-3(2-5)8-9/h1H3,(H2,6,7,8)",-0.247,-0.0302,0.2168,8.0783,72.22
127534,CN1N=C2CCCC2=N1,"1S/C6H9N3/c1-9-7-5-3-2-4-6(5)8-9/h2-4H2,1H3",-0.2341,-0.0008,0.2334,0.4091,80.15
127536,CN1N=C2CCNC2=N1,"1S/C5H8N4/c1-9-7-4-2-3-6-5(4)8-9/h2-3H2,1H3,(H,6,8)",-0.1979,0.0056,0.2035,1.5038,77.56
127538,CN1N=C2CNCC2=N1,"1S/C5H8N4/c1-9-7-4-2-6-3-5(4)8-9/h6H,2-3H2,1H3",-0.2311,-0.005,0.2261,1.1046,76
127540,CN1N=C2NC=NC2=N1,"1S/C4H5N5/c1-9-7-3-4(8-9)6-2-5-3/h2H,1H3,(H,5,6,7,8)",-0.2338,-0.0239,0.2099,3.3732,71.62
127544,CN1N=CC(=N)C(C)=N1,"1S/C5H8N4/c1-4-5(6)3-7-9(2)8-4/h3,6H,1-2H3",-0.212,-0.0367,0.1753,2.3757,85.13
127545,CN1N=CC(=N)C(N)=N1,"1S/C4H7N5/c1-9-7-2-3(5)4(6)8-9/h2,5H,1H3,(H2,6,8)",-0.1928,-0.0305,0.1623,1.7097,83.25
127546,CN1N=CC(=N)C=C1N,"1S/C5H8N4/c1-9-5(7)2-4(6)3-8-9/h2-3,6H,7H2,1H3",-0.1898,-0.0214,0.1685,5.1317,84.78
127548,CN1N=CC(=N)N=C1C,"1S/C5H8N4/c1-4-8-5(6)3-7-9(4)2/h3,6H,1-2H3",-0.2187,-0.0399,0.1788,5.1673,82.72
127553,CN1N=CC(=N1)C(N)=N,"1S/C4H7N5/c1-9-7-2-3(8-9)4(5)6/h2H,1H3,(H3,5,6)",-0.2328,-0.0197,0.2131,3.4268,75.77
127555,CN1N=CC(=N1)C1CC1,"1S/C6H9N3/c1-9-7-4-6(8-9)5-2-3-5/h4-5H,2-3H2,1H3",-0.2331,0.0046,0.2377,0.3526,80.63
127556,CN1N=CC(=N1)C1CN1,"1S/C5H8N4/c1-9-7-3-5(8-9)4-2-6-4/h3-4,6H,2H2,1H3",-0.2305,-0.0091,0.2214,1.8892,76.56
127558,CN1N=CC(=N1)N1CC1,"1S/C5H8N4/c1-8-6-4-5(7-8)9-2-3-9/h4H,2-3H2,1H3",-0.2165,0.0046,0.2211,1.4562,77.32
127571,CN1N=CC(C#C)=C1C,"1S/C7H8N2/c1-4-7-5-8-9(3)6(7)2/h1,5H,2-3H3",-0.2167,0.007,0.2237,2.8,85.94
127572,CN1N=CC(C#C)=C1N,"1S/C6H7N3/c1-3-5-4-8-9(2)6(5)7/h1,4H,7H2,2H3",-0.2021,0.02,0.222,3.3685,82.73
127574,CN1N=CC(C#N)=C1C,"1S/C6H7N3/c1-5-6(3-7)4-8-9(5)2/h4H,1-2H3",-0.2517,-0.0139,0.2378,5.3649,79.33
127575,CN1N=CC(C#N)=C1N,"1S/C5H6N4/c1-9-5(7)4(2-6)3-8-9/h3H,7H2,1H3",-0.2284,0.001,0.2294,5.4877,76.17
127577,CN1N=CC(C)=C1C#C,"1S/C7H8N2/c1-4-7-6(2)5-8-9(7)3/h1,5H,2-3H3",-0.2235,-0.0148,0.2087,1.6811,86.18
127578,CN1N=CC(C)=C1C#N,"1S/C6H7N3/c1-5-4-8-9(2)6(5)3-7/h4H,1-2H3",-0.2547,-0.0375,0.2172,2.0995,79.96
127581,CN1N=CC(C)=CC1=N,"1S/C6H9N3/c1-5-3-6(7)9(2)8-4-5/h3-4,7H,1-2H3",-0.2015,-0.0441,0.1574,2.8043,86.15
127583,CN1N=CC(C)=NC1=N,"1S/C5H8N4/c1-4-3-7-9(2)5(6)8-4/h3,6H,1-2H3",-0.2167,-0.0642,0.1525,2.7757,82.2
127588,CN1N=CC(CC#C)=N1,"1S/C6H7N3/c1-3-4-6-5-7-9(2)8-6/h1,5H,4H2,2H3",-0.2508,-0.0043,0.2465,0.8265,77.14
127589,CN1N=CC(CC#N)=N1,"1S/C5H6N4/c1-9-7-4-5(8-9)2-3-6/h4H,2H2,1H3",-0.2681,-0.018,0.2501,4.2403,72.28
127595,CN1N=CC(N)=C1C#C,"1S/C6H7N3/c1-3-6-5(7)4-8-9(6)2/h1,4H,7H2,2H3",-0.1951,-0.0094,0.1857,1.9651,83.74
127596,CN1N=CC(N)=C1C#N,"1S/C5H6N4/c1-9-5(2-6)4(7)3-8-9/h3H,7H2,1H3",-0.2177,-0.0305,0.1871,2.5492,77.61
127599,CN1N=CC(N)=CC1=N,"1S/C5H8N4/c1-9-5(7)2-4(6)3-8-9/h2-3,7H,6H2,1H3",-0.1924,-0.033,0.1594,4.0861,83.44
127601,CN1N=CC(N)=NC1=N,"1S/C4H7N5/c1-9-4(6)8-3(5)2-7-9/h2H,1H3,(H3,5,6,8)",-0.2079,-0.0473,0.1606,4.1325,79.35
127603,CN1N=CC(N=CN)=N1,"1S/C4H7N5/c1-9-7-2-4(8-9)6-3-5/h2-3H,1H3,(H2,5,6,8)",-0.2051,-0.0078,0.1973,3.1786,81.26
127604,CN1N=CC(NC=N)=N1,"1S/C4H7N5/c1-9-7-2-4(8-9)6-3-5/h2-3H,1H3,(H2,5,6,8)",-0.2131,-0.0004,0.2127,2.6988,77.26
127611,CN1N=CC2=C1C=CC2,"1S/C7H8N2/c1-9-7-4-2-3-6(7)5-8-9/h2,4-5H,3H2,1H3",-0.2047,-0.0141,0.1905,2.3081,82.85
127612,CN1N=CC2=C1C=CN2,"1S/C6H7N3/c1-9-6-2-3-7-5(6)4-8-9/h2-4,7H,1H3",-0.1978,0.0142,0.2119,2.4142,78.51
127614,CN1N=CC2=C1C=NN2,"1S/C5H6N4/c1-9-5-3-6-8-4(5)2-7-9/h2-3H,1H3,(H,6,8)",-0.2178,-0.0105,0.2073,0.3669,73.96
127616,CN1N=CC2=C1CC=C2,"1S/C7H8N2/c1-9-7-4-2-3-6(7)5-8-9/h2-3,5H,4H2,1H3",-0.2012,0.0002,0.2014,2.5511,81.65
127617,CN1N=CC2=C1CCC2,"1S/C7H10N2/c1-9-7-4-2-3-6(7)5-8-9/h5H,2-4H2,1H3",-0.2162,0.0288,0.2451,2.5825,82.68
127618,CN1N=CC2=C1CCN2,"1S/C6H9N3/c1-9-6-2-3-7-5(6)4-8-9/h4,7H,2-3H2,1H3",-0.1822,0.0284,0.2105,2.8658,79.57
127621,CN1N=CC2=C1N=CN2,"1S/C5H6N4/c1-9-5-4(2-8-9)6-3-7-5/h2-3H,1H3,(H,6,7)",-0.2161,0.0008,0.2169,2.6776,73.95
127624,CN1N=CC2=C1NC=C2,"1S/C6H7N3/c1-9-6-5(4-8-9)2-3-7-6/h2-4,7H,1H3",-0.1946,0.0272,0.2218,3.7261,77.75
127625,CN1N=CC2=C1NC=N2,"1S/C5H6N4/c1-9-5-4(2-8-9)6-3-7-5/h2-3H,1H3,(H,6,7)",-0.2141,0.0128,0.2269,5.1205,73.54
127626,CN1N=CC2=C1NCC2,"1S/C6H9N3/c1-9-6-5(4-8-9)2-3-7-6/h4,7H,2-3H2,1H3",-0.1873,0.0409,0.2282,3.152,79.43
127627,CN1N=CC2=C1NN=C2,"1S/C5H6N4/c1-9-5-4(3-7-9)2-6-8-5/h2-3H,1H3,(H,6,8)",-0.2227,0.0037,0.2264,2.6033,73.27
127628,CN1N=CC2=C1NN=N2,"1S/C4H5N5/c1-9-4-3(2-5-9)6-8-7-4/h2H,1H3,(H,6,7,8)",-0.2457,-0.0213,0.2245,4.8677,69.86
127635,CN1N=CC=C(C)C1=N,"1S/C6H9N3/c1-5-3-4-8-9(2)6(5)7/h3-4,7H,1-2H3",-0.2042,-0.0428,0.1615,1.3292,84.95
127637,CN1N=CC=C(N)C1=N,"1S/C5H8N4/c1-9-5(7)4(6)2-3-8-9/h2-3,7H,6H2,1H3",-0.191,-0.0302,0.1609,3.3303,82.77
127642,CN1N=CC=C1C1CC1,"1S/C7H10N2/c1-9-7(4-5-8-9)6-2-3-6/h4-6H,2-3H2,1H3",-0.2252,0.0249,0.2502,2.6899,82.42
127643,CN1N=CC=C1C1CN1,"1S/C6H9N3/c1-9-6(2-3-8-9)5-4-7-5/h2-3,5,7H,4H2,1H3",-0.2335,0.0121,0.2456,1.2166,79.14
127645,CN1N=CC=C1CC#C,"1S/C7H8N2/c1-3-4-7-5-6-8-9(7)2/h1,5-6H,4H2,2H3",-0.2362,0.0187,0.2549,2.2001,80.25
127646,CN1N=CC=C1CC#N,"1S/C6H7N3/c1-9-6(2-4-7)3-5-8-9/h3,5H,2H2,1H3",-0.2523,0.002,0.2543,3.1288,75.28
127649,CN1N=CC=C1N1CC1,"1S/C6H9N3/c1-8-6(2-3-7-8)9-4-5-9/h2-3H,4-5H2,1H3",-0.2101,0.0313,0.2414,3.0611,79.73
127655,CN1N=CN2C=CN=C12,"1S/C5H6N4/c1-8-5-6-2-3-9(5)4-7-8/h2-4H,1H3",-0.2047,0.001,0.2057,1.5146,73.67
127656,CN1N=CN2C=NN=C12,"1S/C4H5N5/c1-8-4-7-5-2-9(4)3-6-8/h2-3H,1H3",-0.2249,-0.0203,0.2046,3.8935,69.28
127657,CN1N=CN2N=CN=C12,"1S/C4H5N5/c1-8-4-5-2-6-9(4)3-7-8/h2-3H,1H3",-0.2373,-0.012,0.2253,2.133,69.05
127658,CN1N=CN2N=NN=C12,"1S/C3H4N6/c1-8-3-5-6-7-9(3)2-4-8/h2H,1H3",-0.2556,-0.04,0.2156,4.8048,65.38
127659,CN1N=CN=C(C)C1=N,"1S/C5H8N4/c1-4-5(6)9(2)8-3-7-4/h3,6H,1-2H3",-0.219,-0.0595,0.1596,1.9157,80.62
127661,CN1N=CN=C(N)C1=N,"1S/C4H7N5/c1-9-4(6)3(5)7-2-8-9/h2,6H,1H3,(H2,5,7,8)",-0.2045,-0.0421,0.1623,2.2141,78.04
127666,CN1N=CN=C1C1CC1,"1S/C6H9N3/c1-9-6(5-2-3-5)7-4-8-9/h4-5H,2-3H2,1H3",-0.2362,0.0152,0.2514,3.2867,78.98
127667,CN1N=CN=C1C1CN1,"1S/C5H8N4/c1-9-5(4-2-6-4)7-3-8-9/h3-4,6H,2H2,1H3",-0.2375,0.0031,0.2406,2.5646,75.6
127669,CN1N=CN=C1CC#C,"1S/C6H7N3/c1-3-4-6-7-5-8-9(6)2/h1,5H,4H2,2H3",-0.2557,0.0051,0.2608,2.9876,75.55
127670,CN1N=CN=C1CC#N,"1S/C5H6N4/c1-9-5(2-3-6)7-4-8-9/h4H,2H2,1H3",-0.2708,-0.0111,0.2597,2.8258,70.46
127673,CN1N=CN=C1N1CC1,"1S/C5H8N4/c1-8-5(6-4-7-8)9-2-3-9/h4H,2-3H2,1H3",-0.2396,0.0163,0.256,2.5961,75.49
127674,CN1N=CN=C1NC=N,"1S/C4H7N5/c1-9-4(6-2-5)7-3-8-9/h2-3H,1H3,(H2,5,6,7,8)",-0.2232,-0.0013,0.222,1.801,76.68
127678,CN1N=CNC(=N)C1=N,"1S/C4H7N5/c1-9-4(6)3(5)7-2-8-9/h2,6H,1H3,(H2,5,7,8)",-0.2051,-0.0246,0.1805,4.4314,78.15
127686,CN1N=NC(=N)C(C)=N1,"1S/C4H7N5/c1-3-4(5)6-8-9(2)7-3/h5H,1-2H3",-0.2328,-0.0596,0.1732,3.2518,80.44
127687,CN1N=NC(=N)C(N)=N1,"1S/C3H6N6/c1-9-7-3(5)2(4)6-8-9/h4H,1H3,(H2,5,7)",-0.213,-0.0421,0.1709,3.5341,78.29
127688,CN1N=NC(=N)C=C1C,"1S/C5H8N4/c1-4-3-5(6)7-8-9(4)2/h3,6H,1-2H3",-0.2129,-0.0479,0.165,5.9348,84.05
127689,CN1N=NC(=N)C=C1N,"1S/C4H7N5/c1-9-4(6)2-3(5)7-8-9/h2,5H,6H2,1H3",-0.2026,-0.0449,0.1577,6.6726,80.93
127691,CN1N=NC(=N)N=C1C,"1S/C4H7N5/c1-3-6-4(5)7-8-9(3)2/h5H,1-2H3",-0.2396,-0.0636,0.176,5.9639,78.33
127692,CN1N=NC(=N)N=C1N,"1S/C3H6N6/c1-9-3(5)6-2(4)7-8-9/h1H3,(H3,4,5,6)",-0.2286,-0.0588,0.1698,6.8564,75.47
127694,CN1N=NC(=N)NC1=N,"1S/C3H6N6/c1-9-3(5)6-2(4)7-8-9/h1H3,(H3,4,5,6)",-0.2539,-0.0707,0.1832,1.9569,76.18
127698,CN1N=NC(=N1)C(N)=N,"1S/C3H6N6/c1-9-7-3(2(4)5)6-8-9/h1H3,(H3,4,5)",-0.24,-0.033,0.207,1.2403,71.28
127700,CN1N=NC(=N1)C1CC1,"1S/C5H8N4/c1-9-7-5(6-8-9)4-2-3-4/h4H,2-3H2,1H3",-0.2543,-0.0163,0.238,2.1882,76.76
127701,CN1N=NC(=N1)C1CN1,"1S/C4H7N5/c1-9-7-4(6-8-9)3-2-5-3/h3,5H,2H2,1H3",-0.2436,-0.0263,0.2173,3.0997,73.27
127703,CN1N=NC(=N1)N1CC1,"1S/C4H7N5/c1-8-6-4(5-7-8)9-2-3-9/h2-3H2,1H3",-0.2327,-0.0169,0.2158,2.6733,73.34
127714,CN1N=NC(C#C)=C1C,"1S/C6H7N3/c1-4-6-5(2)9(3)8-7-6/h1H,2-3H3",-0.2304,-0.0052,0.2253,5.0705,81.93
